Gene,LogFC,P_value,P_adjusted
ABHD1,0.04517846579123619,0.18445813312585096,0.41433144949658707
ABHD2,0.015215318933408106,0.11581883474393122,0.3201095097405886
ABHD3,0.0018829037601815202,0.8363204235794692,0.9224870984865366
ABHD4,-0.014845041691228467,0.022709280690184873,0.1238061703971377
ABHD5,-0.0047821035543877954,0.3130734019101231,0.5537593479657256
ABHD6,0.0005104235269843826,0.9524604511229442,0.9786607265474518
ABHD8,0.0025862128205780266,0.7729638009206422,0.8884467522154869
ABI1,0.0004616745864880478,0.9092361777749888,0.9592553397461493
ABI2,0.006108820222504807,0.20611182393488933,0.44026871044431526
ABI3BP,-0.03320967296726174,0.18135364326886128,0.4108018208556575
ABI3,-0.04368875726358468,0.0023154875564543017,0.0336661916115115
ABL1,-0.0037724595590464816,0.4126435979852119,0.6428167554858345
ABL2,-0.0064679233639135525,0.19796067659622837,0.4309642388118044
ABLIM1,0.020291681020642383,0.12507381413144028,0.3332922209649298
ABLIM2,-0.051075902834064824,0.00902614267967114,0.07186619501817937
ABLIM3,-0.0019062783348227086,0.8828448319271947,0.945635518942014
ABO,0.12151055636734953,0.0748093155277042,0.2522722374546398
ABP1,0.21748834196669886,0.004226457763848039,0.04742375170726196
ABRA,-0.1901200251876456,0.015322972122930927,0.09860074959194653
ABR,0.0045149831163167065,0.3137317072699128,0.5544503185233891
ABT1,-0.003077518702215176,0.47169755229123966,0.6896501637919902
ABTB1,-0.004973272558186803,0.5674926631060507,0.7611450532915122
ABTB2,-0.03759138615350466,0.03289740157622932,0.15423656511090394
ACAA1,0.007354993651445874,0.21825717401813885,0.4550274718544626
ACAA2,-0.01569516261205539,0.20747546044790643,0.4420174506327943
ACACA,0.004825062924150636,0.4904778648290995,0.7036985740931647
ACACB,0.0005672369717504289,0.9648703750562322,0.9832973341050482
ACAD10,-0.004040468163748923,0.5294603352893645,0.7333371068822289
ACAD11,-0.02114116063818816,0.02450153186378726,0.12982549029267015
ACAD8,0.02361131340792033,0.052331873399493904,0.20564986115200923
ACAD9,-0.008335691242187249,0.025540497006743372,0.13311850841978576
ACADL,0.036105258925992256,0.1673945843893861,0.392948174738756
ACADM,0.012256510149976307,0.11045713911907992,0.3123755986225612
ACADSB,0.017826196406916406,0.04525892785802408,0.18756577085297424
ACADS,0.0050191412076388,0.683142547464969,0.838326153528157
ACADVL,0.0003054750132425177,0.9580782977090602,0.9811777083260234
ACAN,-0.028226597069374026,0.5453307622656112,0.7454759270863555
ACAP1,-0.039495983241281785,0.13464428899619615,0.347666472205725
ACAP2,-0.0007060538626655344,0.9209441496042763,0.964773866999861
ACAP3,-0.03516081639399671,0.00012670067046116894,0.006539674302924518
ACAT1,0.001493820827930925,0.8405294813692414,0.9240778839580643
ACAT2,0.051871099257980724,0.03197555920995283,0.15167963661393807
ACBD3,0.0038371706459905397,0.5547541285321125,0.7524533773775456
ACBD4,0.005086647222246832,0.5564358223918552,0.7531613642993916
ACBD5,0.007447636578332695,0.25359878866341923,0.4932117112701553
ACBD6,-0.0100294740833351,0.08211343611737693,0.266207205722936
ACBD7,0.0014143975061235992,0.947508833927061,0.976577391279174
ACCN1,-0.1897877712053122,0.018435665662665673,0.10964168380957834
ACCN2,0.0008269873388542237,0.941406605969819,0.9730553261413876
ACCN3,-0.098730220731305,0.017170830065541026,0.10485755166738167
ACCN4,-0.13726980302180603,0.01777421244755521,0.1070796553746643
ACCS,-0.007403186732243938,0.584932854606884,0.7734073716995673
ACD,0.0003097065682400313,0.9669745044519555,0.9843191920792392
ACE2,-0.02480441737711203,0.5047792242052014,0.7144083527949476
