project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_type_id	analytes.analyte_volume	analytes.concentration	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_16s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
WCDT-MCRPC	4929ddd8-50da-444a-8689-bab89a18e7d8	DTB-266	3aaeb6af-b1bd-4f4a-a38a-a0fd80cd811b	DTB-266-BL	a68875ce-e991-5896-9f89-99b791d5d125	'--	'--	'--	cadeb86c-84b1-5e62-a3bb-e975065160c2	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4929ddd8-50da-444a-8689-bab89a18e7d8	DTB-266	3aaeb6af-b1bd-4f4a-a38a-a0fd80cd811b	DTB-266-BL	2fec391c-3a19-50b9-9374-610d235e4a7b	'--	'--	'--	b113fcad-9363-50aa-b6d1-b73ceb1c1714	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4929ddd8-50da-444a-8689-bab89a18e7d8	DTB-266	3aaeb6af-b1bd-4f4a-a38a-a0fd80cd811b	DTB-266-BL	cfd09bb8-4418-5e9d-9d75-d891ba8f6cab	'--	'--	'--	7d26266f-8ebf-5226-a092-18b62123929c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4929ddd8-50da-444a-8689-bab89a18e7d8	DTB-266	ce6db023-62f6-44f4-b4bc-e46a433ab3c4	DTB-266-N	69f58835-e9bc-5406-812d-e0734ec8c974	'--	'--	'--	e433b61c-0d36-54d8-82c6-a0e8227dcacf	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b2c85862-acff-4b0e-962f-9d1f898e06a8	DTB-089	27e342ea-fc32-437c-a834-494f8baaf700	DTB-089-BL	00919a2d-6820-59f3-a4ba-e52781a352f1	'--	'--	'--	8ff30b8c-c26f-55c8-8ae6-fbcc6556f48d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b2c85862-acff-4b0e-962f-9d1f898e06a8	DTB-089	27e342ea-fc32-437c-a834-494f8baaf700	DTB-089-BL	2f6e090f-3fa4-5252-b6e3-dbfb95396c12	'--	'--	'--	925f0103-1060-5c4c-a6bc-ba2c763b86c0	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b2c85862-acff-4b0e-962f-9d1f898e06a8	DTB-089	27e342ea-fc32-437c-a834-494f8baaf700	DTB-089-BL	be2bf8bd-ae9a-5cb2-9213-061e7e830c46	'--	'--	'--	ea95331f-bf8c-5441-8692-bb96a9f2dcbf	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b2c85862-acff-4b0e-962f-9d1f898e06a8	DTB-089	9cd90d87-4604-41da-9950-72af133da3b4	DTB-089-N	e01df5a5-8f1c-5988-b0ed-d3c558ec6acf	'--	'--	'--	fb4631c1-af8c-5e25-8eed-ec728681f74c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dbfd7718-e200-4527-9cb2-afce87ee43a4	DTB-206	20fc2428-8bfb-4d2d-85ae-fe42caa1de5c	DTB-206-BL	a02c4743-9328-5bab-8081-7cb86ab3b2d6	'--	'--	'--	7cafcea4-43b0-565e-a7d3-15716613ca1f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dbfd7718-e200-4527-9cb2-afce87ee43a4	DTB-206	20fc2428-8bfb-4d2d-85ae-fe42caa1de5c	DTB-206-BL	cbb6ed29-6e69-58d0-8748-6a077cc51415	'--	'--	'--	5547e644-85da-5913-8f62-42f0654fbf7d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dbfd7718-e200-4527-9cb2-afce87ee43a4	DTB-206	20fc2428-8bfb-4d2d-85ae-fe42caa1de5c	DTB-206-BL	c0bfdbad-e891-5904-8c4a-14cf12395acb	'--	'--	'--	68a70ca5-0fb2-58f7-9936-3699e3c5009d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dbfd7718-e200-4527-9cb2-afce87ee43a4	DTB-206	95517629-9d59-4957-9025-5d050eb797b4	DTB-206-N	a2be1d32-c589-59e4-b25c-42232cdfff0e	'--	'--	'--	82bf761c-aebb-565c-a906-792548b0b71e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	d613aec0-5fce-4d40-be14-dfcd4b1da0d7	DTB-261	4b6de7d5-ad36-4ec0-adce-0ac758876689	DTB-261-BL	7af89d53-2c57-5386-8e2c-0236edd70095	'--	'--	'--	32f38b22-5b8e-5314-b205-da8bb2b63256	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	d613aec0-5fce-4d40-be14-dfcd4b1da0d7	DTB-261	4b6de7d5-ad36-4ec0-adce-0ac758876689	DTB-261-BL	1ed6b222-a3b8-5e14-a713-f97368867314	'--	'--	'--	527e06b6-a925-5294-a28c-7b7ec40e8dcd	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	d613aec0-5fce-4d40-be14-dfcd4b1da0d7	DTB-261	4b6de7d5-ad36-4ec0-adce-0ac758876689	DTB-261-BL	94b8c76d-8fdd-58e2-8787-bdc3ff25e254	'--	'--	'--	83d6cdf4-3b4b-52a8-a2b2-455d8d6ec619	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	d613aec0-5fce-4d40-be14-dfcd4b1da0d7	DTB-261	c1e5bdc9-9ba3-4fcf-bd4d-e9dfa88ef880	DTB-261-N	a181a777-b035-5d7e-a9c6-9cc64258ae4c	'--	'--	'--	3f9eff08-99ac-53ed-8583-25781995168b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	8b94299e-7384-45ba-9532-8c545f9582d8	DTB-034	3858e68b-a356-4aa5-a9c7-df9418d6c514	DTB-034-BL	81b93184-852c-5f18-bdf9-9233648ba2e5	'--	'--	'--	e5788f3f-c8eb-52d9-83ff-fbd5884085fe	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	8b94299e-7384-45ba-9532-8c545f9582d8	DTB-034	3858e68b-a356-4aa5-a9c7-df9418d6c514	DTB-034-BL	2f87146f-89ff-5131-b654-8c5d24c64fdf	'--	'--	'--	094e4b53-0020-5ff4-9ced-08338547949d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	8b94299e-7384-45ba-9532-8c545f9582d8	DTB-034	3858e68b-a356-4aa5-a9c7-df9418d6c514	DTB-034-BL	848644ce-2ce0-575c-a022-2eba9f8f18fc	'--	'--	'--	6a5917f5-a3fc-54a3-930d-df1d00149caa	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	8b94299e-7384-45ba-9532-8c545f9582d8	DTB-034	bc1f126b-3c05-4baf-b3b5-1d5e2510f9ca	DTB-034-N	ac38a49f-9d3d-5818-8954-1ed4235f80c4	'--	'--	'--	10c62d2c-4ba9-5f1c-ac76-2ae9be5ca4df	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b3c04c83-ecaf-42e2-91be-b7ad669e806a	DTB-252	499e5bbf-4f67-412a-948c-8a338e3aaa37	DTB-252-N	f8e7ea6c-d32a-5f1c-a6ba-0ef4cc9d610c	'--	'--	'--	21118cf4-76bc-5f6f-a375-591494afa9d3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b3c04c83-ecaf-42e2-91be-b7ad669e806a	DTB-252	7cff684f-dd5d-4087-9625-5fec94607327	DTB-252-BL	5305b6eb-8126-555a-b108-0069e70012d4	'--	'--	'--	4e800ff5-7632-5dca-9e35-f0232f925eca	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b3c04c83-ecaf-42e2-91be-b7ad669e806a	DTB-252	7cff684f-dd5d-4087-9625-5fec94607327	DTB-252-BL	9413ef7a-805e-5e8a-9ef0-5a42691c0cb4	'--	'--	'--	7086cb95-7180-5e4a-bcb4-635a3756e43d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	b3c04c83-ecaf-42e2-91be-b7ad669e806a	DTB-252	7cff684f-dd5d-4087-9625-5fec94607327	DTB-252-BL	bc1c49c5-a3d4-59e8-95eb-fb73492ac1c1	'--	'--	'--	d4683e97-850d-50c5-8dc7-357f8e19468c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	37b40460-4cca-4284-a137-aa2433e04ee9	DTB-143	3b1e5bc8-acb7-4436-b456-98d82e2f11f0	DTB-143-BL	fffc0138-e102-528a-9a49-7dad5bfbc372	'--	'--	'--	4a94c4e0-3020-5f32-82b7-037faea4c42f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	37b40460-4cca-4284-a137-aa2433e04ee9	DTB-143	3b1e5bc8-acb7-4436-b456-98d82e2f11f0	DTB-143-BL	69e4aefa-45f3-5183-a3df-814a5e2310fa	'--	'--	'--	be6699c5-ee2b-5c10-a949-023df2bed135	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	37b40460-4cca-4284-a137-aa2433e04ee9	DTB-143	3b1e5bc8-acb7-4436-b456-98d82e2f11f0	DTB-143-BL	21c0c666-d917-5d6b-ba3e-48d3f812d9df	'--	'--	'--	9e059b19-39bc-5f2d-b290-18234a5187b3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	37b40460-4cca-4284-a137-aa2433e04ee9	DTB-143	d2733660-4bdb-4461-a683-3f6a7427cf89	DTB-143-N	66a44275-368e-5488-a476-8cba52eb8882	'--	'--	'--	cf8db5b3-6098-5435-95f8-4b19de96640c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	90480a98-dce8-43a1-b413-ab85065b008b	DTB-260	939466e6-55e7-42c2-8ddf-8f9e62b3be58	DTB-260-BL	b5c32621-3d50-5c46-b0c4-3c3e72b45c59	'--	'--	'--	7a6828cf-dd61-53f5-beb3-560efcbe39c5	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	90480a98-dce8-43a1-b413-ab85065b008b	DTB-260	939466e6-55e7-42c2-8ddf-8f9e62b3be58	DTB-260-BL	8c1da1e4-1ad4-5b93-ad83-633f234fad11	'--	'--	'--	afe7caf6-76e4-5443-89e9-8dfd88cdb713	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	90480a98-dce8-43a1-b413-ab85065b008b	DTB-260	939466e6-55e7-42c2-8ddf-8f9e62b3be58	DTB-260-BL	16fb084c-cd78-5727-8288-b2f6961e64ea	'--	'--	'--	b310a56c-4613-54a8-a2cc-16055a5ad723	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	90480a98-dce8-43a1-b413-ab85065b008b	DTB-260	c1b44a8a-fbd6-4c4c-a0e2-9a96e064b23b	DTB-260-N	3afbf9ec-e0e4-59d1-a487-1ab9166c6781	'--	'--	'--	c358e3ed-3857-5797-8c1f-2f6a21c319ac	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	2792c071-d554-4916-b526-c5952e8bb1c2	DTB-204-N	f46e5bbc-a18b-5cf8-bcd7-8e431ebc610f	'--	'--	'--	20acb64e-7e58-5c2b-91bc-8ad27aa970f7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	91f12749-5e8a-4443-b353-be20a09058ef	DTB-204-BL	51ff8aee-6f28-5e57-b00f-27327639c37f	'--	'--	'--	3466a2a0-3767-570e-af22-aef6f587d409	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	91f12749-5e8a-4443-b353-be20a09058ef	DTB-204-BL	8a385de1-5ee4-54ac-ad18-1b44e0dbb0d5	'--	'--	'--	1a5ae2a8-7850-5339-b3eb-63cf5549be81	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	91f12749-5e8a-4443-b353-be20a09058ef	DTB-204-BL	235ad4ef-ef6c-56c2-a49a-a2cddcc62861	'--	'--	'--	d720c6ab-56a0-5855-8f7a-e2398b291766	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	9a496a3f-70c3-4951-8b7b-86fcfaa0d77e	DTB-036-N	b0dafce3-e595-5b38-8d1b-1000859950b0	'--	'--	'--	8a127ec2-9f7a-57b7-a997-804e683e8968	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	4313691e-799a-5b03-82f0-8d4e464d281e	'--	'--	'--	238406a3-cce9-5248-9e00-ffcd3bdda926	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	df974f7d-867d-5c72-bfb2-01f5d4312c56	'--	'--	'--	dfbe173b-fe7d-5803-9bbd-da47baccfd32	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	a118db7f-f6ad-59d1-a134-05702f362a99	'--	'--	'--	585fea15-2069-54a1-b753-bf3ac43e6215	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7824364e-f7d1-44bf-8e75-52caeabac7cd	DTB-210-N	572ac04e-b211-5fd0-bf14-29acb383ba0b	'--	'--	'--	5960f4bb-f7b1-58c9-a9af-1aaff3e232e9	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	beb8e784-3be3-5d46-865b-1329b7d8a4ba	'--	'--	'--	60c5a24d-8373-580f-8d22-8c41ae904f0c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	b9865ee7-dd32-567c-996a-b5ee6a7f30c6	'--	'--	'--	ea9fdab6-bc4f-5500-af68-227cd61506a3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	a7c52f3e-e186-54a4-bd8e-c7f78526825a	'--	'--	'--	a7e28fa9-25e2-5aa9-841a-12cd1a1b07f4	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	a83f64f0-1547-4be3-9767-75f937af1952	DTB-055-N	2a00a696-7e17-58cb-8e64-19441ec84f6e	'--	'--	'--	4440900c-4522-554a-8dd1-7385e27e1000	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	0692e379-cbd1-595f-82d7-db1bf88ab5c8	'--	'--	'--	623ee755-3302-531a-b221-9c921a11b4be	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	2e2cfe7a-5a04-563c-be07-b1716c7b43a8	'--	'--	'--	a303cb94-6457-5801-8d2b-ff3dd9d99ea3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	482f9748-af04-5421-866d-6ad3b81bfbd3	'--	'--	'--	3b25787b-a2e8-5763-85e7-34597cd5b55b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	d2708fc8-e676-52ce-a42e-e17f1fe0a498	'--	'--	'--	71c663cd-2d2f-528c-94ef-7f5c141a7f4f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	74291367-bba7-5f93-b0e1-29468ce4f215	'--	'--	'--	2dfe9257-9fae-5422-8c62-a2db694c27d9	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	a5724442-ef25-5cc7-848c-c41815e1b716	'--	'--	'--	b6697c89-af14-5aa5-9637-4a4e4afc0b85	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	e738deca-8985-43e9-a4f8-ace9fe2a0220	DTB-097-N	d5b2f5b6-f1f8-5bd9-81e2-16f48f43fb68	'--	'--	'--	2b64b2da-8eaa-5c2f-966f-5d35b03d11a2	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	d7b19b37-72cb-512d-b14c-a303ae8bc314	'--	'--	'--	209b1508-f843-5a47-b885-87a126f4830b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	283bad3e-8f88-54c3-837d-9420cb675513	'--	'--	'--	e09e45a1-de22-58e1-88ca-8a698af4b3f2	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	b89e4e8e-1e16-5f35-ab42-b55a18443dff	'--	'--	'--	0f6d8c9e-cd4d-5bd2-9ac3-d43aed09fb17	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	2cd48b71-d627-4910-9ba0-6c0a6880aed1	DTB-104-N	9a156f3d-0b3b-595f-9bdd-ad9fea98320a	'--	'--	'--	f03e90ce-2844-58bf-bf90-d6e1942fc72e	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	353f647f-091b-4ccf-b74d-1bef86994772	DTB-104-TUMOR_ADJACENT-N	fc75eebd-89fe-5209-bc7d-a4eadc7d4eff	'--	'--	'--	f2ba09bd-e031-5d9c-b2b6-ab73eee60a3a	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	e5c9bb82-5a4f-582b-afb2-ed6fb0057436	'--	'--	'--	ed4f1af9-7353-5494-93da-c718a567abfb	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	c8f9a239-800a-5450-8b9a-729f23a177b9	'--	'--	'--	b7768940-5dce-51c8-8d44-3c1f12a90841	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	3e365e82-bae3-5407-a80a-6ebe659968b8	'--	'--	'--	4144c989-0611-5aa8-81a0-e577d6a1916b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	e7589587-6d30-4063-8f48-49fd1bc3da53	DTB-129-N	be750185-cb7c-5e57-8b53-d0b3f8292b88	'--	'--	'--	8b9fbfb4-3431-564f-bcb2-1cb89d996d71	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	0df0258b-1af5-4e32-aa35-885fb9662310	DTB-091-N	270db8f9-1d52-5b82-8f22-c6232e8204ac	'--	'--	'--	96614277-e304-5e1f-9c69-3cbc424fbeaa	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	4685c00c-94bd-5755-bf4c-2d06e5dd7ab7	'--	'--	'--	79006f4e-133a-5475-9b91-6a689281b1df	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	2e778efc-0753-5058-bd44-b8d3784e872e	'--	'--	'--	bd4ef959-c5d5-5b42-ad0e-e35095f243f4	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	79e6f742-dcf0-517e-b038-73b16c665740	'--	'--	'--	48c5f9b2-7990-5017-969f-e2dbafa2ffab	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	27825299-5a41-45b2-9772-426d0eff6628	DTB-083-N	bee5daa1-ec52-5100-8de6-da0175a88f9b	'--	'--	'--	98306279-cff9-55ae-a84f-edb59f9db41f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	94dc6341-b157-574f-affc-f8278b1761f8	'--	'--	'--	59df2f26-defa-50a1-9b1f-2b4064261e2a	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	97694af3-8be7-5363-b29f-88fa7c11569a	'--	'--	'--	267979da-aa73-58c2-bdc5-e34c808dbc2f	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	ce2cb24f-8b5b-5045-b6a8-c0693c6019b9	'--	'--	'--	887ac9bc-c434-556e-9e62-cd279f1f0a15	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	3c1aab2d-c350-54c8-90b1-c8c334fdab4a	'--	'--	'--	6f1403e7-1869-5622-beb5-eb3d3065b7ca	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	56fea8c3-1d20-577e-8f8b-73ba1e19c52f	'--	'--	'--	2da07e3d-1755-5c8c-b1e9-41ecea5d8e63	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	fef58703-da56-562f-8228-eca517e1c3f8	'--	'--	'--	fec65348-75fe-5c9c-8929-120ec1b43a07	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	2d8fb7a3-e6bd-4f8f-89bf-e18fbbe0792c	DTB-021-TUMOR_ADJACENT-N	48c788f2-be53-5697-a0ab-2fff66b5d718	'--	'--	'--	f9c00e37-289a-57d0-8b9a-6c9c6e9093c8	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	89628579-34ee-4bb4-a55a-c196a0ba26d2	DTB-021-N	e08d1a0c-09d9-5626-922a-ac5bc0bdf6bb	'--	'--	'--	1199efb0-47ae-56e0-a030-d7fc08048c84	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	1a67b020-54bb-4838-bc9d-fe42ebcb9a69	DTB-035-N	902816b9-5703-5760-a4dc-083b50446c37	'--	'--	'--	767b7f54-8151-5c2b-a7c1-19e19ee9ce89	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
